feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,cost
55.435137767203756,4.751226477921774,1.5348191102914965,555.504977644769,3529.845115584247,584.946554932409,1383134.965253157
58.68562095578362,6.196224670602901,1.6284710787677334,564.6729850935401,2756.3500010475004,400.521034358844,1232445.744014232
57.23111484768787,6.22364084117485,1.3656157903128578,546.2137520381496,2970.6211719722983,363.9221019114464,891956.1382825315
55.9553475652033,5.91106319755914,1.355186054615857,525.7421183411994,2296.2430363153235,393.28771955422405,723831.549162854
58.855536419260844,5.3158557157769115,,542.8512127981073,1887.1644880315812,410.3448485104862,741395.6140928059
55.437738396612964,4.700231754107116,1.5849490611278063,639.1307618048511,1803.7313952161305,,1169955.0132139118
53.68800151196904,5.629853059450016,1.8109536717363302,587.8149571964377,3315.5509441956315,300.5964562200654,1538965.4753760702
58.839127829196414,5.29241323553721,1.3513161230292305,543.1061764533965,2319.95101682639,494.4360697495892,835989.3755518197
58.807894295263715,6.184081668516532,1.4936554057526754,582.1915257308533,3426.385492487306,515.1232572495323,1321969.9663635218
55.64100532547137,5.4323699295424035,1.597919538067571,629.9154194946472,3779.941664895932,497.7250421331928,1609308.4823548296
55.47731056173849,4.70849012940913,1.8131339329600822,573.4759017288693,3296.7917746874236,491.2888090436152,1643607.547060638
56.26132963162449,6.118494141633503,1.4078738928457635,535.0232700795461,4409.400850582968,467.889840685387,1272301.709128491
58.9382321045705,5.329894733281847,1.1767441026728822,505.47149656825775,1716.7916524770121,436.38732421825085,383730.89267475915
55.633536653287806,5.393213533813244,1.6263493409394312,574.3662907227268,3813.4364511119425,503.06215769328765,1531357.0924389018
58.44726931067251,5.704571342654072,1.4817960049235466,549.705494805047,2227.3082329188824,473.25388762368624,973386.9634756423
55.73371578213851,5.885546480471133,1.5385620101642088,624.3587848958218,2510.934396131723,471.2586061215867,1260014.2222737311
58.845268308942664,6.187590565735727,1.5266942897502767,503.3069873603881,2151.777082607216,,894159.1313347317
58.73702652987322,,1.4553857568243393,545.4890668442384,1769.8424297529875,436.94708455667285,817044.1467023647
53.390596722105755,6.152981090533949,1.5796447430210825,577.8100580289296,2816.3691360795374,506.72453197160013,1291012.4186251191
55.63789396498019,5.281229503533397,1.3460972456236893,590.7057318257122,1682.0445253208009,480.81029254050793,800299.6840244561
54.071989400219465,6.278631034018139,1.4763979660994064,535.7553522640347,3713.2586934183314,336.90301351983607,1125818.7400692939
54.8363446589874,5.956538919499291,1.4150262757657903,604.6401788669145,2855.1536288190878,311.3663741819856,1020085.8234154978
55.701381390880584,5.611059317618013,1.6249106649370084,589.976511734576,1768.1622935997525,384.5823468401469,1080188.0445887928
55.77109690854561,5.891531692179058,1.586444974887328,542.1481714699902,,280.5255329593461,1061739.1889820532
55.60330086722308,5.3757231504977945,1.4829412858722018,595.7851830584938,1049.35422386118,543.4158518979714,898750.6722602256
58.61502364237055,5.1189147341173395,1.3751518104807192,548.0579702612989,3888.5723891411308,361.39861811067044,1083635.2287670036
56.782860266060325,5.591418544765994,1.3988915420823778,607.2609064225953,1714.5262275691982,410.32563673492945,856165.6021659445
58.900693994253885,5.1747314993095515,1.7549728058512781,605.5133354265017,2963.73099460974,245.96809018459464,1403488.4788983543
58.91133312585234,5.964445313606433,1.239458594819885,511.63007164716026,710.1448882657888,260.4839521994624,150000.0
57.56516467425262,5.632286185567057,1.5213729845755308,598.0693061883055,2810.0222628098772,350.6406888142296,1152764.3223565924
56.57912858708511,5.920562996724421,1.617473308980855,571.9371338496645,2801.3015825148577,387.4123717397122,1234235.2094823911
55.672266161026016,5.576343920981589,1.6245519177482919,584.8081435295331,812.2389051069335,529.0449224036223,987980.5254279785
55.7041946075979,5.681367445599989,1.4446001927975345,570.582266897515,2855.5770387902908,419.81966683041384,1058746.8743338408
59.76982464372752,5.149064359477023,1.3679533170422038,557.9296573541367,2381.85908385678,335.92066368895024,785481.8422980256
55.80624327907232,5.981820034494632,1.5372387539013626,543.3492892745326,1054.2755978642026,505.20323079267456,820710.9734408761
59.10605292250747,6.153560425037828,1.419815328834977,556.775519641355,1719.5088037108815,209.0188268560687,625026.3627467535
53.106627226760835,6.041622882074341,1.8206366360498552,495.7690884430332,2375.968308399342,642.3094459659867,1411048.6460025185
58.35466354368643,5.511680269306298,1.7030982055509096,529.607219354358,1606.1001458673513,546.0851689101356,1126075.613769782
58.523320491438504,6.046293790434984,1.44992668976723,509.96521879562937,2845.281894340982,300.5998307096773,843002.3392264004
58.83766396496937,6.134975491010735,1.5535310332703087,524.4298188673107,3278.375199859347,331.33722864012776,1104631.1735627672
55.6536686806237,5.546372705096414,1.516454320781544,534.2758392750288,2528.812411312559,425.32275813745764,1004223.4571914908
55.86037588815774,5.866019267342754,1.6125287574069176,574.8397449755839,2591.1588040901256,327.54079303777337,1151469.802304247
58.58506626923661,6.02787037257151,1.5561325212676258,545.3890590721032,1589.1403527810778,297.70256345158316,802123.543920057
58.89250886523352,5.887561748920658,1.6751337348596533,555.7703687564833,3593.789305515479,610.0795513366307,1582385.3332366222
59.107923011940315,5.332021843587722,1.4992608726469732,618.3221170133452,1879.805486898515,454.46379969637604,1064778.3643780663
